Date,U1.25.T.50.WIN.25.11.daily_ret,U2.base.algo.A.daily_ret,SPX.dailyRet,longHT_shortLT
8/25/2015,-0.013675873,-0.023621343,-0.013511167,-0.00994547
8/26/2015,0.032056227,0.027372339,0.039114738,-0.004683888
8/27/2015,0.022217834,0.024656559,0.024403385,0.002438725
8/28/2015,0.001924855,0.004927676,0.000731985,0.003002821
8/31/2015,-0.005720796,-0.009821692,-0.008276217,-0.004100896
9/1/2015,-0.032477315,-0.02719067,-0.029529468,0.005286645
9/2/2015,0.017631823,0.015546911,0.018465089,-0.002084912
9/3/2015,0.004369493,0.004955734,0.001218821,0.000586241
9/4/2015,-0.01601748,-0.018143399,-0.015251224,-0.002125919
9/8/2015,0.023958252,0.023801503,0.025203159,-0.000156749
9/9/2015,-0.013237283,-0.015839045,-0.013813393,-0.002601762
9/10/2015,0.008502374,0.002395671,0.005362094,-0.006106703
9/11/2015,0.005946823,0.005739077,0.004798491,-0.000207746
9/14/2015,-0.004584342,-0.006830311,-0.004026304,-0.002245969
9/15/2015,0.011310437,0.012198967,0.012844219,0.00088853
9/16/2015,0.003624489,0.00814643,0.008744436,0.004521941
9/17/2015,-0.010683387,0.001330273,-0.002395067,0.01201366
9/18/2015,-0.015213035,-0.011558636,-0.01615415,0.003654399
9/21/2015,0.009557664,0.004175531,0.004575445,-0.005382133
9/22/2015,-0.011710362,-0.010603238,-0.012293333,0.001107124
9/23/2015,0.002639248,0.000923536,-0.001996843,-0.001715712
9/24/2015,-0.002854834,-0.002554808,-0.003363406,0.000300026
9/25/2015,0.007231932,0.000899154,-0.000462219,-0.006332778
9/28/2015,-0.026233638,-0.017535987,-0.025378095,0.008697651
9/29/2015,-0.003082103,0.00220734,0.001291942,0.005289443
9/30/2015,0.021897034,0.017573826,0.019137172,-0.004323208
10/1/2015,0.004116034,-0.003844537,0.002044721,-0.007960571
10/2/2015,0.001566446,0.010915519,0.014415215,0.009349073
10/5/2015,0.022829169,0.019743099,0.018343694,-0.00308607
10/6/2015,-0.010421023,-0.001753891,-0.003593453,0.008667132
10/7/2015,0.012480813,0.008208869,0.00842673,-0.004271944
10/8/2015,0.006058533,0.014777521,0.008822199,0.008718988
10/9/2015,0.00411796,0.000640973,0.000758118,-0.003476987
10/12/2015,0.005797403,-0.001388773,0.001272353,-0.007186176
10/13/2015,-0.01101187,-0.006851418,-0.006726643,0.004160452
10/14/2015,-0.00929918,-0.001251475,-0.004658735,0.008047705
10/15/2015,0.012269469,0.006065001,0.014906591,-0.006204468
10/16/2015,0.002181406,-0.000774466,0.004569314,-0.002955872
10/19/2015,-0.002897834,-0.002788887,0.000285439,0.000108947
10/20/2015,0.004068927,0.000743151,-0.001395083,-0.003325776
10/21/2015,-0.005425169,-8.28E-05,-0.005696611,0.00534232
10/22/2015,0.018210668,0.022230705,0.016652874,0.004020037
10/23/2015,0.003768447,0.001607869,0.011035234,-0.002160578
10/26/2015,-0.004463586,-0.00901157,-0.001905428,-0.004547984
10/27/2015,-0.004978452,-0.011425292,-0.002552337,-0.00644684
10/28/2015,0.01375138,0.010410972,0.011933584,-0.003340408
10/29/2015,0.002934527,-0.005861183,-0.000334075,-0.00879571
10/30/2015,-0.003391091,-7.02E-05,-0.004809719,0.003320941
11/2/2015,0.013098186,0.021079047,0.011874472,0.007980861
11/3/2015,0.005389758,0.009780382,0.002744237,0.004390624
11/4/2015,-0.008823616,-0.00271912,-0.003189878,0.006104496
11/5/2015,-4.88E-05,-0.004845102,-0.00092708,-0.004796252
11/6/2015,0.0033995,-0.007605304,-0.000232624,-0.011004804
11/9/2015,-0.011153846,-0.010200833,-0.009616516,0.000953013
11/10/2015,0.001990612,0.006381365,0.001771068,0.004390753
11/11/2015,-0.005076053,-0.00458395,-0.003226613,0.000492103
11/12/2015,-0.019156957,-0.011508234,-0.01381179,0.007648723
11/13/2015,-0.008266044,-0.010011141,-0.011194744,-0.001745097
11/16/2015,0.017003364,0.016658037,0.015078521,-0.000345327
11/17/2015,-0.005403155,-0.006263624,-0.001128391,-0.000860469
11/18/2015,0.01412891,0.016813182,0.016244175,0.002684272
11/19/2015,-0.001982575,0.000972173,-0.001080731,0.002954748
11/20/2015,0.000729722,0.006563802,0.00396439,0.00583408
11/23/2015,0.00014225,-0.00115589,-0.001193088,-0.00129814
11/24/2015,0.002131182,0.003751756,0.001251028,0.001620574
11/25/2015,0.003621373,-0.007725346,-2.57E-05,-0.011346719
11/27/2015,-0.001045983,0.000769247,0.000813327,0.00181523
11/30/2015,-0.001889481,-0.005398426,-0.004588873,-0.003508945
12/1/2015,0.004800545,0.010035237,0.010762741,0.005234692
12/2/2015,-0.013524602,-0.018285516,-0.010765346,-0.004760914
12/3/2015,-0.018222867,-0.011622057,-0.014331415,0.00660081
12/4/2015,0.016256707,0.019289906,0.020531836,0.003033199
12/7/2015,-0.008621194,-0.003835938,-0.006913664,0.004785256
12/8/2015,-0.011532982,-0.00426929,-0.006402273,0.007263692
12/9/2015,-0.008228213,-0.00208377,-0.007676178,0.006144443
12/10/2015,0.00137962,-0.001555396,0.002361463,-0.002935016
12/11/2015,-0.01095674,-0.013345094,-0.019264636,-0.002388354
12/14/2015,-4.71E-05,0.001878638,0.004822976,0.001925765
12/15/2015,-0.002436998,0.008314197,0.010626863,0.010751195
12/16/2015,0.020012702,0.01246255,0.014606953,-0.007550152
12/17/2015,-0.016656969,-0.015475481,-0.014887223,0.001181488
12/18/2015,-0.014739064,-0.006420157,-0.017796019,0.008318907
12/21/2015,0.009282054,0.009396994,0.007895804,0.00011494
12/22/2015,0.023373405,0.010509467,0.008922071,-0.012863938
12/23/2015,0.00278706,0.018310747,0.0124959,0.015523687
12/24/2015,-0.003615813,-0.003401562,-0.001596488,0.000214251
12/28/2015,-0.002483399,-0.004576733,-0.002172722,-0.002093334
12/29/2015,0.009520643,0.005707694,0.010824831,-0.003812949
12/30/2015,-0.012824764,-0.008398597,-0.00711611,0.004426167
12/31/2015,-0.004334593,-0.003691137,-0.009409264,0.000643456
1/4/2016,-0.008310172,-0.008334164,-0.015074838,-2.3992E-05
1/5/2016,-0.002688761,0.006510654,0.00201382,0.009199415
1/6/2016,-0.023997875,-0.014413161,-0.012761264,0.009584714
1/7/2016,-0.022807096,-0.018156877,-0.023674344,0.004650219
1/8/2016,-0.018430076,-0.01017959,-0.010832698,0.008250486
1/11/2016,0.000504681,-0.007230164,0.000850967,-0.007734845
1/12/2016,0.001064088,-0.001788824,0.007805011,-0.002852912
1/13/2016,-0.036705824,-0.01808188,-0.024852084,0.018623944
1/14/2016,0.009458193,0.017690441,0.016712281,0.008232248
1/15/2016,-0.028080407,-0.016205812,-0.021557106,0.011874595
1/19/2016,-0.00904824,-0.001898024,0.000537159,0.007150216
1/20/2016,-0.005055839,-0.017867332,-0.011546983,-0.012811493
1/21/2016,0.009210521,0.014943911,0.005227387,0.00573339
1/22/2016,0.014747119,0.021656456,0.020286226,0.006909337
1/25/2016,-0.020543595,-0.022606563,-0.015632268,-0.002062968
1/26/2016,0.018357355,0.017313623,0.014147009,-0.001043732
1/27/2016,-0.00932098,-0.006904854,-0.010800464,0.002416126
1/28/2016,-0.013292227,0.008284665,0.005618089,0.021576892
1/29/2016,0.031477278,0.028532002,0.024781822,-0.002945276
2/1/2016,0.00480787,0.000196079,-0.000413,-0.004611791
2/2/2016,-0.028604615,-0.0234226,-0.018713882,0.005182015
2/3/2016,0.003528597,0.012914549,0.00533611,0.009385952
2/4/2016,0.000265861,0.006869221,0.00172552,0.00660336
2/5/2016,-0.01366544,-0.011828024,-0.018426796,0.001837416
2/8/2016,-0.020641211,-0.015157806,-0.01406179,0.005483405
2/9/2016,0.004581181,-0.008924403,-0.000455059,-0.013505584
2/10/2016,0.005627552,-0.00671696,0.000155597,-0.012344512
2/11/2016,-0.011471704,-0.014462272,-0.012114525,-0.002990568
2/12/2016,0.016475845,0.01583658,0.019623854,-0.000639265
2/16/2016,0.019854953,0.020745455,0.016852197,0.000890502
2/17/2016,0.021498125,0.017008994,0.016584158,-0.004489131
2/18/2016,-0.007007234,0.00456462,-0.004612413,0.011571854
2/19/2016,0.000422871,-0.004871805,0.000119528,-0.005294676
2/22/2016,0.015486815,0.01629206,0.014452795,0.000805245
2/23/2016,-0.011011856,-0.008075938,-0.012394792,0.002935918
2/24/2016,0.003041007,0.005367914,0.004491383,0.002326907
2/25/2016,0.011172286,0.011160731,0.011591137,-1.1555E-05
2/26/2016,-0.00026203,-0.00429,-0.001752738,-0.00402797
2/29/2016,-0.010727009,-0.00213753,-0.008029712,0.008589479
3/1/2016,0.019546888,0.02013501,0.023887115,0.000588122
3/2/2016,0.002591388,0.006222005,0.004278752,0.003630617
3/3/2016,0.005166679,0.008114364,0.003600932,0.002947685
3/4/2016,0.006925685,0.003884772,0.003326191,-0.003040913
3/7/2016,0.00600512,0.003671429,0.000953276,-0.002333691
3/8/2016,-0.009349743,-0.009933234,-0.011055985,-0.000583491
3/9/2016,0.003386229,0.005151429,0.005226645,0.0017652
3/10/2016,-0.003388938,0.002149023,0.000219432,0.005537961
3/11/2016,0.018991862,0.016155586,0.016675852,-0.002836276
3/14/2016,0.00141496,-0.001528175,-0.001194715,-0.002943135
3/15/2016,-0.001452156,-0.002280306,-0.001820563,-0.00082815
3/16/2016,0.00966066,0.006592923,0.005666971,-0.003067737
3/17/2016,0.005825095,0.01061071,0.006606143,0.004785615
3/18/2016,0.005748926,0.002307512,0.004403874,-0.003441414
3/21/2016,0.002460707,-0.003148416,0.000991654,-0.005609123
3/22/2016,-0.002524471,-7.12E-06,-0.000723553,0.002517354
3/23/2016,-0.013230023,-0.007412604,-0.006384337,0.005817419
3/24/2016,-0.000114992,0.006209672,-0.000376119,0.006324664
3/28/2016,0.006556243,0.000775676,0.000553938,-0.005780567
3/29/2016,0.005353832,0.012111295,0.00902002,0.006757463
3/30/2016,0.003378904,0.002367304,0.004454164,-0.0010116
3/31/2016,-0.004102757,0.002756487,-0.002035553,0.006859244
4/1/2016,0.00283612,0.004043859,0.006338575,0.001207739
4/4/2016,-0.009680363,-0.007418497,-0.002991539,0.002261866
4/5/2016,-0.005014163,-0.013688599,-0.010141534,-0.008674436
4/6/2016,0.01110063,0.003007237,0.010871967,-0.008093393
4/7/2016,-0.018212475,-0.011312407,-0.011940613,0.006900068
4/8/2016,0.005206395,0.006173543,0.002795434,0.000967148
4/11/2016,-0.001988168,0.00159341,-0.002738325,0.003581578
4/12/2016,0.01445432,0.013480482,0.009695042,-0.000973838
4/13/2016,0.012974259,0.012661223,0.010189668,-0.000313036
4/14/2016,0.002323924,-0.002955791,0.000275584,-0.005279715
4/15/2016,-8.81E-05,-0.000462819,-0.000984686,-0.000374729
4/18/2016,0.003095942,0.008066327,0.006559981,0.004970385
4/19/2016,0.007418414,0.00843816,0.003082301,0.001019746
4/20/2016,0.003254355,-0.002384943,0.000819421,-0.005639298
4/21/2016,-0.015263928,-0.005418609,-0.00516773,0.009845319
4/22/2016,-0.000866392,0.009226076,5.08E-05,0.010092468
4/25/2016,-0.004867005,-0.004073981,-0.001808484,0.000793024
4/26/2016,0.010939629,0.008125358,0.001870286,-0.002814271
4/27/2016,0.004371512,0.009100314,0.001724563,0.004728802
4/28/2016,-0.013232151,-0.009764546,-0.00916324,0.003467605
4/29/2016,-0.004990721,-0.005437405,-0.005053891,-0.000446684
5/2/2016,0.00653244,0.005842067,0.007818669,-0.000690373
5/3/2016,-0.011403886,-0.013036742,-0.008651203,-0.001632856
5/4/2016,-0.008230414,-0.005949281,-0.005722553,0.002281133
5/5/2016,0.000832158,-0.001226572,0,-0.00205873
5/6/2016,0.00226597,0.002336729,0.003308824,7.0759E-05
5/9/2016,-0.000799482,-0.001432727,0.000763835,-0.000633245
5/10/2016,0.013817753,0.008917066,0.012503417,-0.004900687
5/11/2016,-0.007658877,-0.013874806,-0.009040831,-0.006215929
5/12/2016,8.59E-05,-0.000181303,-7.20E-05,-0.000267192
5/13/2016,-0.008916749,-0.005474072,-0.008399193,0.003442677
5/16/2016,0.009824294,0.006666295,0.009898475,-0.003157999
5/17/2016,-0.007509276,-0.008457808,-0.009105935,-0.000948532
5/18/2016,-0.00048814,-0.009003611,0.000354841,-0.008515471
5/19/2016,-0.005976738,-0.00041678,-0.003697327,0.005559958
5/20/2016,0.007907968,0.009534832,0.006179882,0.001626864
5/23/2016,-0.00015499,-0.001492652,-0.002048169,-0.001337662
5/24/2016,0.011541575,0.01046695,0.013704055,-0.001074625
5/25/2016,0.012050923,0.009235888,0.00703641,-0.002815035
5/26/2016,-0.001505259,0.003564315,-7.10E-05,0.005069574
5/27/2016,0.004556894,0.006876192,0.004467489,0.002319298
5/31/2016,0.000154649,0.004033386,-0.000938998,0.003878737
6/1/2016,0.004639596,0.001113146,0.001301179,-0.00352645
6/2/2016,0.000683528,0.008022216,0.002942141,0.007338688
6/3/2016,-0.000377203,0.004768012,-0.002900804,0.005145215
6/6/2016,0.005258615,0.000371111,0.004922752,-0.004887504
6/7/2016,0.00084865,0.005145579,0.001310655,0.004296929
6/8/2016,0.005004359,0.000619119,0.003515582,-0.00438524
6/9/2016,0.000910926,-0.000593271,-0.001674171,-0.001504197
6/10/2016,-0.011611628,-0.004443773,-0.00916081,0.007167855
6/13/2016,-0.011707073,-0.004897002,-0.007818263,0.006810071
6/14/2016,-0.006261544,-0.000158532,-0.00173128,0.006103012
6/15/2016,-0.000748938,0.003360166,-0.001762337,0.004109104
6/16/2016,0.003569615,0.004142277,0.003298399,0.000572662
6/17/2016,-0.000173666,0.003686721,-0.003254451,0.003860387
6/20/2016,0.005859581,0.004635632,0.0058148,-0.001223949
6/21/2016,0.005510507,0.000468478,0.00280169,-0.005042029
6/22/2016,-0.002054622,0.001548093,-0.001643895,0.003602715
6/23/2016,0.010253069,0.01181936,0.013378325,0.001566291
6/24/2016,-0.034485875,-0.025169417,-0.035922267,0.009316458
6/27/2016,-0.022494713,-0.014643465,-0.018095411,0.007851248
6/28/2016,0.016990582,0.01617064,0.017992499,-0.000819942
6/29/2016,0.016130328,0.017787314,0.017160078,0.001656986
6/30/2016,0.010916652,0.017534265,0.013565426,0.006617613
7/1/2016,0.002115941,0.002751521,0.002134464,0.00063558
7/5/2016,-0.025973461,-0.008030845,-0.006779525,0.017942616
7/6/2016,0.006987904,0.00652304,0.005706734,-0.000464864
7/7/2016,0.002025292,-0.003594229,-0.00077286,-0.005619521
7/8/2016,0.017073501,0.019125888,0.015257521,0.002052387
7/11/2016,0.003698467,0.005087117,0.003409641,0.00138865
7/12/2016,0.011988974,0.012681767,0.007013743,0.000692793
7/13/2016,-0.002070166,0.000351005,0.000225942,0.002421171
7/14/2016,0.001189615,0.006876781,0.005281418,0.005687166
7/15/2016,-0.00147692,0.002108108,-0.000925682,0.003585028
7/18/2016,0.000705116,0.002700539,0.002422693,0.001995423
7/19/2016,-0.004059226,-0.002461053,-0.001412057,0.001598173
7/20/2016,0.005175264,0.001560296,0.004396023,-0.003614968
7/21/2016,-0.010518616,-0.003994189,-0.003596256,0.006524427
7/22/2016,0.002535953,0.005063752,0.004558521,0.002527799
7/25/2016,-0.001074024,-0.000453041,-0.00300498,0.000620983
7/26/2016,0.002585711,0.00673515,0.000350866,0.004149439
7/27/2016,-0.009822313,-0.007803437,-0.001159401,0.002018876
7/28/2016,0.001905357,-0.000955306,0.001692349,-0.002860663
7/29/2016,0.000168549,0.005862783,0.00164567,0.005694234
8/1/2016,-0.001268504,-0.007964151,-0.001271111,-0.006695647
8/2/2016,-0.005273537,-0.013900331,-0.006334443,-0.008626794
8/3/2016,0.003529913,0.012919806,0.003440887,0.009389893
8/4/2016,-0.000618181,-0.008335383,0.000466161,-0.007717202
8/5/2016,0.006431805,0.011078002,0.008623613,0.004646197
8/8/2016,-0.000998034,0.00235961,-0.000815081,0.003357644
8/9/2016,-0.002054818,-0.005086634,0.000428448,-0.003031816
8/10/2016,-0.001092364,-0.001887263,-0.00249458,-0.000794899
8/11/2016,0.006824095,0.019043083,0.004868228,0.012218988
8/12/2016,-0.003086638,0.002109476,-0.000745887,0.005196114
8/15/2016,0.006012656,0.003281385,0.002913304,-0.002731271
8/16/2016,-0.008100985,-0.00532744,-0.005301456,0.002773545
8/17/2016,0.001022037,0.004749112,0.002116387,0.003727075
8/18/2016,0.004395607,0.005396457,0.002227903,0.00100085
8/19/2016,0.003557176,-0.007728867,-0.001304356,-0.011286043
8/22/2016,-0.003207201,0.000899492,-0.0005456,0.004106693
8/23/2016,0.00560956,0.013973482,0.001978275,0.008363922
8/24/2016,-0.008850179,-0.004728561,-0.005185432,0.004121618
8/25/2016,0.002107666,-8.79E-05,-0.00134734,-0.002195593
8/26/2016,-0.002499474,-0.0088223,-0.001555414,-0.006322826
8/29/2016,0.005830436,0.006906804,0.005363722,0.001076368
8/30/2016,0.000648727,-0.004595421,-0.001791261,-0.005244148
8/31/2016,-0.003755994,-0.005957306,-0.002191634,-0.002201312
9/1/2016,-0.003051582,0.000518396,-2.91E-05,0.003569978
9/2/2016,0.005980063,0.004877597,0.004254679,-0.001102466
9/6/2016,-0.001232844,0.00311739,0.002999251,0.004350234
9/7/2016,-0.000627663,0.010636831,9.64E-05,0.011264494
9/8/2016,-0.005483123,-0.005265822,-0.002180455,0.000217301
9/9/2016,-0.03004109,-0.027569417,-0.02451068,0.002471673
9/12/2016,0.016578185,0.015942405,0.014732856,-0.00063578
9/13/2016,-0.017870517,-0.015517823,-0.014526268,0.002352694
9/14/2016,-1.44E-05,0.000273699,-0.000517337,0.000288091
9/15/2016,0.015857208,0.009058074,0.010275321,-0.006799134
9/16/2016,-0.009710736,-0.002802456,-0.003762882,0.00690828
9/19/2016,0.003726215,0.000366026,-7.38E-06,-0.003360189
9/20/2016,-0.002815552,-0.001425571,0.000310044,0.001389981
9/21/2016,0.0179354,0.010822237,0.010929352,-0.007113163
9/22/2016,0.009428001,0.012209336,0.006516402,0.002781335
9/23/2016,0.000381895,-0.002048062,-0.005734441,-0.002429957
9/26/2016,-0.012055674,-0.006332995,-0.008505382,0.005722679
9/27/2016,0.004007507,0.000580423,0.006491389,-0.003427084
9/28/2016,0.014057826,0.009769566,0.005518764,-0.00428826
9/29/2016,-0.013180776,-0.010621107,-0.00929527,0.002559669
9/30/2016,0.011150975,0.004230608,0.007971197,-0.006920367
10/3/2016,-0.000610535,-0.008536185,-0.003137542,-0.00792565
10/4/2016,-0.003760655,-0.014244112,-0.004858658,-0.010483457
10/5/2016,0.011108202,0.001962097,0.004703816,-0.009146105
10/6/2016,-0.003268199,0.001053947,0.000508838,0.004322146
10/7/2016,-0.014700317,-0.007609818,-0.003221811,0.007090499
10/10/2016,0.00875432,0.005289278,0.004606652,-0.003465042
10/11/2016,-0.011035436,-0.011744461,-0.012441921,-0.000709025
10/12/2016,0.003269679,0.003580977,0.001230339,0.000311298
10/13/2016,-0.008790003,-0.001738737,-0.003064695,0.007051266
10/14/2016,-0.000191397,-0.001168327,0.000204612,-0.00097693
10/17/2016,-0.003576694,0.000325348,-0.003009405,0.003902042
10/18/2016,0.001691855,0.006317811,0.006160586,0.004625956
10/19/2016,0.004386922,0.005277,0.002336615,0.000890078
10/20/2016,0.003673532,-0.002818414,-0.001304081,-0.006491946
10/21/2016,-0.002679592,-0.000920961,-8.10E-05,0.001758631
10/24/2016,0.002571434,0.002558586,0.004754716,-1.2848E-05
10/25/2016,-0.011598341,-0.000681187,-0.003767205,0.010917154
10/26/2016,0.002923375,0.002332432,-0.001726421,-0.000590943
10/27/2016,-0.00712853,-0.010792753,-0.002950309,-0.003664223
10/28/2016,-0.003405847,0.000382139,-0.003052664,0.003787986
10/31/2016,0.001627043,0.003388313,-0.000116154,0.00176127
11/1/2016,-0.005238483,-0.010059356,-0.006777248,-0.004820873
11/2/2016,-0.003949444,-0.006341411,-0.006397957,-0.002391967
11/3/2016,0.002934804,-0.003506813,-0.004057344,-0.006441617
11/4/2016,-0.008318477,0.000170036,-0.001644638,0.008488513
11/7/2016,0.021940205,0.019007374,0.022236664,-0.002932831
11/8/2016,0.002039748,0.005076827,0.004265333,0.003037079
11/9/2016,0.01529943,0.00775483,0.011144344,-0.0075446
11/10/2016,0.011508598,0.007040272,0.002045605,-0.004468326
11/11/2016,-0.001895059,0.003924283,-0.001397277,0.005819342
11/14/2016,-0.000196016,0.011801245,2.91E-05,0.011997261
11/15/2016,0.007508915,0.004952017,0.00771374,-0.002556898
11/16/2016,-0.002814677,-0.005554105,-0.001301851,-0.002739428
11/17/2016,0.010947518,0.001343716,0.00473711,-0.009603802
11/18/2016,0.00039832,1.93E-05,-0.002227887,-0.000379037
11/21/2016,0.002954283,0.004887811,0.007474919,0.001933528
11/22/2016,0.001202414,0.007766011,0.002211524,0.006563597
11/23/2016,0.004175935,-0.005338489,0.000842667,-0.009514424
11/25/2016,0.002484786,0.005649864,0.003931511,0.003165078
11/28/2016,-0.006735173,0.004410687,-0.005124354,0.01114586
11/29/2016,4.48E-05,0.000344626,0.001571657,0.000299793
11/30/2016,-0.003796971,-0.008282326,-0.002439378,-0.004485355
12/1/2016,-0.001992246,-0.007320725,-0.003474961,-0.005328479
12/2/2016,-0.003092942,0.003579913,0.00039702,0.006672855
12/5/2016,0.006158498,0.002925711,0.005919466,-0.003232787
12/6/2016,0.002948809,0.007548983,0.00343904,0.004600174
12/7/2016,0.01614553,0.021473303,0.013358471,0.005327773
12/8/2016,0.006045048,0.001109269,0.002257832,-0.004935779
12/9/2016,0.000657428,0.002778916,0.005949022,0.002121488
12/12/2016,-0.008414248,0.004958897,-0.00108262,0.013373145
12/13/2016,0.002366285,0.006987598,0.006711627,0.004621313
12/14/2016,-0.006013905,-0.01165299,-0.008052358,-0.005639085
12/15/2016,0.003523788,0.005325013,0.00392988,0.001801225
12/16/2016,-0.001123811,-0.003052866,-0.001722286,-0.001929055
12/19/2016,0.004062541,0.00611855,0.001998887,0.002056009
12/20/2016,0.007072328,0.007361685,0.003781515,0.000289357
12/21/2016,-0.000903677,-0.00882711,-0.002423133,-0.007923433
12/22/2016,-0.009174399,-0.00165943,-0.001737985,0.007514969
12/23/2016,0.000213834,0.002724456,0.001352062,0.002510622
12/27/2016,0.000116736,0.003689581,0.002256559,0.003572845
12/28/2016,-0.01228244,-0.008147412,-0.008184677,0.004135028
12/29/2016,-0.006483975,0.005112209,-0.000246543,0.011596184
12/30/2016,6.13E-05,0.000276207,-0.004590091,0.000214878
1/3/2017,0.008731239,0.001855655,0.008512011,-0.006875584
1/4/2017,0.012890582,0.005603762,0.005948905,-0.00728682
1/5/2017,-0.009893438,0.000913102,-0.000760237,0.01080654
1/6/2017,0.003516503,0.003603287,0.003827133,8.6784E-05
1/9/2017,-0.009405439,-0.00919222,-0.003543827,0.000213219
1/10/2017,0.006427104,-0.005588727,4.61E-06,-0.012015831
1/11/2017,0.003740762,0.008124104,0.002922575,0.004383342
1/12/2017,-0.00151282,-0.001839294,-0.002121195,-0.000326474
1/13/2017,0.007120802,-0.00210775,0.001847037,-0.009228552
1/17/2017,0.003832316,0.001078965,-0.002967741,-0.002753351
1/18/2017,0.001182217,-0.002742318,0.001929816,-0.003924535
1/19/2017,-0.001692601,-0.00921615,-0.003592164,-0.007523549
1/20/2017,0.003300599,0.005555033,0.00339726,0.002254434
1/23/2017,-0.002112512,-0.005705473,-0.002663033,-0.003592961
1/24/2017,0.01212205,0.011328859,0.006568046,-0.000793191
1/25/2017,0.010140838,0.005363485,0.008026944,-0.004777353
1/26/2017,-0.00010033,-0.010571827,-0.000714193,-0.010471497
1/27/2017,-0.003634095,-0.007676121,-0.000814853,-0.004042026
1/30/2017,-0.006135925,-0.00412605,-0.005963757,0.002009875
1/31/2017,0.000255897,0.004620431,-0.000884577,0.004364534
2/1/2017,0.004373045,-0.006150139,0.000525252,-0.010523184
2/2/2017,-0.003741607,0.001620683,0.00063043,0.00536229
2/3/2017,0.009854232,0.006635955,0.007354205,-0.003218277
2/6/2017,-0.003995564,-0.004699532,-0.002110554,-0.000703968
2/7/2017,-0.000761108,-0.002546683,0.000273494,-0.001785575
2/8/2017,0.000400464,0.006133857,0.00101165,0.005733393
2/9/2017,0.011452941,0.004005346,0.005938575,-0.007447595
2/10/2017,0.003710437,0.004780865,0.003624926,0.001070428
2/13/2017,0.005030612,0.005936454,0.005503425,0.000905842
2/14/2017,0.005561871,-0.000511382,0.004293886,-0.006073253
2/15/2017,-0.000431053,0.001257782,0.00513733,0.001688835
2/16/2017,-0.001612284,-0.001610258,-0.000761885,2.026E-06
2/17/2017,-0.005538094,0.005150031,0.001698321,0.010688125
2/21/2017,0.008603921,0.008864077,0.006049443,0.000260156
2/22/2017,-0.00226578,0.001746881,-0.000990414,0.004012661
2/23/2017,-0.001332836,0.004221053,0.000534338,0.005553889
2/24/2017,-0.00209642,0.007039284,0.001734567,0.009135704
2/27/2017,-0.001764466,0.001625528,0.001158782,0.003389994
2/28/2017,-0.005768289,-0.001255968,-0.00254813,0.004512321
3/1/2017,0.019453018,0.004323293,0.013854174,-0.015129725
3/2/2017,-0.009720332,7.37E-05,-0.005779278,0.009793987
3/3/2017,-0.001199585,-0.003996248,0.000531825,-0.002796663
3/6/2017,-0.004612615,-0.001843429,-0.003254878,0.002769186
3/7/2017,-0.002779677,-0.003289127,-0.002846346,-0.00050945
3/8/2017,-0.00109163,-0.004059456,-0.001996149,-0.002967826
3/9/2017,0.000679705,-0.004935542,0.000811524,-0.005615247
3/10/2017,0.003451397,0.004723799,0.003287531,0.001272402
3/13/2017,0.000519812,-0.001499932,0.000694005,-0.002019744
3/14/2017,-0.003367175,-0.000260044,-0.003331548,0.003107131
3/15/2017,0.003492083,0.011786591,0.008407358,0.008294508
3/16/2017,-0.001631546,-0.001738664,-0.001589714,-0.000107118
3/17/2017,-0.001792071,0.001633271,-0.001310103,0.003425342
3/20/2017,-0.005110413,-0.00131926,-0.001981967,0.003791153
3/21/2017,-0.01497738,-0.013044137,-0.012319184,0.001933243
3/22/2017,0.000642952,-0.001740925,0.001926247,-0.002383877
3/23/2017,-0.001148825,-0.001368755,-0.001048862,-0.00021993
3/24/2017,-0.001318602,0.001087721,-0.000845742,0.002406323
3/27/2017,-0.004592382,-0.005390672,-0.001017527,-0.00079829
3/28/2017,0.016045344,0.006749865,0.007258931,-0.009295479
3/29/2017,0.00178715,0.003121073,0.001289419,0.001333923
3/30/2017,0.005588478,0.000526088,0.002965815,-0.00506239
3/31/2017,-0.006419081,-7.47E-05,-0.00225351,0.00634437
4/3/2017,-0.003384861,-0.003445894,-0.001593139,-6.1033E-05
4/4/2017,-0.007147341,0.00344068,0.000721698,0.010588021
4/5/2017,-0.005672996,-0.000859347,-0.002953079,0.004813649
4/6/2017,0.005783929,0.004000169,0.002227452,-0.00178376
4/7/2017,-0.000920356,-0.000969023,-0.000823231,-0.000048667
4/10/2017,-0.000806692,0.005401629,0.000744389,0.006208321
4/11/2017,-0.001724363,0.000919619,-0.001293435,0.002643982
4/12/2017,-0.008048388,-0.005494143,-0.003746096,0.002554245
4/13/2017,-0.008053602,-0.006595198,-0.00680826,0.001458404
4/17/2017,0.009060604,0.005025383,0.008617243,-0.004035221
4/18/2017,-0.003720567,-0.001662434,-0.002876662,0.002058133
4/19/2017,0.002193973,-0.007940485,-0.001576846,-0.010134458
4/20/2017,0.015923671,0.002478646,0.007583037,-0.013445025
4/21/2017,-2.73E-05,-0.002137668,-0.003035555,-0.002110352
4/24/2017,0.010622568,0.006099922,0.010857193,-0.004522646
4/25/2017,0.005591379,0.005563205,0.006092098,-2.8174E-05
4/26/2017,0.002510225,-0.003083478,-0.000474662,-0.005593703
4/27/2017,0.002675917,0.001573899,0.000655693,-0.001102018
4/28/2017,-0.007799569,-0.005627896,-0.001904837,0.002171673
