Date,U1.25.T.50.WIN.25.11.daily_ret,U2.base.algo.A.daily_ret,SPX.dailyRet
2016-01-13,-0.036705824,-0.01808188,-0.024852084
2016-01-14,0.009458193,0.017690441,0.016712281
2016-01-15,-0.028080407,-0.016205812,-0.021557106
2016-01-19,-0.00904824,-0.001898024,0.000537159
2016-01-20,-0.005055839,-0.017867332,-0.011546983
2016-01-21,0.009210521,0.014943911,0.005227387
2016-01-22,0.014747119,0.021656456,0.020286226
2016-01-25,-0.020543595,-0.022606563,-0.015632268
2016-01-26,0.018357355,0.017313623,0.014147009
2016-01-27,-0.00932098,-0.006904854,-0.010800464
2016-01-28,-0.013292227,0.008284665,0.005618089
2016-01-29,0.031477278,0.028532002,0.024781822
2016-02-01,0.00480787,0.000196079,-0.000413
2016-02-02,-0.028604615,-0.0234226,-0.018713882
2016-02-03,0.003528597,0.012914549,0.00533611
2016-02-04,0.000265861,0.006869221,0.00172552
2016-02-05,-0.01366544,-0.011828024,-0.018426796
2016-02-08,-0.020641211,-0.015157806,-0.01406179
2016-02-09,0.004581181,-0.008924403,-0.000455059
2016-02-10,0.005627552,-0.00671696,0.000155597
2016-02-11,-0.011471704,-0.014462272,-0.012114525
2016-02-12,0.016475845,0.01583658,0.019623854
2016-02-16,0.019854953,0.020745455,0.016852197
2016-02-17,0.021498125,0.017008994,0.016584158
2016-02-18,-0.007007234,0.00456462,-0.004612413
2016-02-19,0.000422871,-0.004871805,0.000119528
2016-02-22,0.015486815,0.01629206,0.014452795
2016-02-23,-0.011011856,-0.008075938,-0.012394792
2016-02-24,0.003041007,0.005367914,0.004491383
2016-02-25,0.011172286,0.011160731,0.011591137
2016-02-26,-0.00026203,-0.00429,-0.001752738
2016-02-29,-0.010727009,-0.00213753,-0.008029712
2016-03-01,0.019546888,0.02013501,0.023887115
2016-03-02,0.002591388,0.006222005,0.004278752
2016-03-03,0.005166679,0.008114364,0.003600932
2016-03-04,0.006925685,0.003884772,0.003326191
2016-03-07,0.00600512,0.003671429,0.000953276
2016-03-08,-0.009349743,-0.009933234,-0.011055985
2016-03-09,0.003386229,0.005151429,0.005226645
2016-03-10,-0.003388938,0.002149023,0.000219432
2016-03-11,0.018991862,0.016155586,0.016675852
2016-03-14,0.00141496,-0.001528175,-0.001194715
2016-03-15,-0.001452156,-0.002280306,-0.001820563
2016-03-16,0.00966066,0.006592923,0.005666971
2016-03-17,0.005825095,0.01061071,0.006606143
2016-03-18,0.005748926,0.002307512,0.004403874
2016-03-21,0.002460707,-0.003148416,0.000991654
2016-03-22,-0.002524471,-7.11683E-06,-0.000723553
2016-03-23,-0.013230023,-0.007412604,-0.006384337
2016-03-24,-0.000114992,0.006209672,-0.000376119
2016-03-28,0.006556243,0.000775676,0.000553938
2016-03-29,0.005353832,0.012111295,0.00902002
2016-03-30,0.003378904,0.002367304,0.004454164
2016-03-31,-0.004102757,0.002756487,-0.002035553
2016-04-01,0.00283612,0.004043859,0.006338575
2016-04-04,-0.009680363,-0.007418497,-0.002991539
2016-04-05,-0.005014163,-0.013688599,-0.010141534
2016-04-06,0.01110063,0.003007237,0.010871967
2016-04-07,-0.018212475,-0.011312407,-0.011940613
2016-04-08,0.005206395,0.006173543,0.002795434
2016-04-11,-0.001988168,0.00159341,-0.002738325
2016-04-12,0.01445432,0.013480482,0.009695042
2016-04-13,0.012974259,0.012661223,0.010189668
2016-04-14,0.002323924,-0.002955791,0.000275584
2016-04-15,-8.80905E-05,-0.000462819,-0.000984686
2016-04-18,0.003095942,0.008066327,0.006559981
2016-04-19,0.007418414,0.00843816,0.003082301
2016-04-20,0.003254355,-0.002384943,0.000819421
2016-04-21,-0.015263928,-0.005418609,-0.00516773
2016-04-22,-0.000866392,0.009226076,5.08027E-05
2016-04-25,-0.004867005,-0.004073981,-0.001808484
2016-04-26,0.010939629,0.008125358,0.001870286
2016-04-27,0.004371512,0.009100314,0.001724563
2016-04-28,-0.013232151,-0.009764546,-0.00916324
2016-04-29,-0.004990721,-0.005437405,-0.005053891
2016-05-02,0.00653244,0.005842067,0.007818669
2016-05-03,-0.011403886,-0.013036742,-0.008651203
2016-05-04,-0.008230414,-0.005949281,-0.005722553
2016-05-05,0.000832158,-0.001226572,0
2016-05-06,0.00226597,0.002336729,0.003308824
2016-05-09,-0.000799482,-0.001432727,0.000763835
2016-05-10,0.013817753,0.008917066,0.012503417
2016-05-11,-0.007658877,-0.013874806,-0.009040831
2016-05-12,8.58893E-05,-0.000181303,-7.19585E-05
2016-05-13,-0.008916749,-0.005474072,-0.008399193
2016-05-16,0.009824294,0.006666295,0.009898475
2016-05-17,-0.007509276,-0.008457808,-0.009105935
2016-05-18,-0.00048814,-0.009003611,0.000354841
2016-05-19,-0.005976738,-0.00041678,-0.003697327
2016-05-20,0.007907968,0.009534832,0.006179882
2016-05-23,-0.00015499,-0.001492652,-0.002048169
2016-05-24,0.011541575,0.01046695,0.013704055
2016-05-25,0.012050923,0.009235888,0.00703641
2016-05-26,-0.001505259,0.003564315,-7.0988E-05
2016-05-27,0.004556894,0.006876192,0.004467489
2016-05-31,0.000154649,0.004033386,-0.000938998
2016-06-01,0.004639596,0.001113146,0.001301179
2016-06-02,0.000683528,0.008022216,0.002942141
2016-06-03,-0.000377203,0.004768012,-0.002900804
2016-06-06,0.005258615,0.000371111,0.004922752
2016-06-07,0.00084865,0.005145579,0.001310655
2016-06-08,0.005004359,0.000619119,0.003515582
2016-06-09,0.000910926,-0.000593271,-0.001674171
2016-06-10,-0.011611628,-0.004443773,-0.00916081
2016-06-13,-0.011707073,-0.004897002,-0.007818263
2016-06-14,-0.006261544,-0.000158532,-0.00173128
2016-06-15,-0.000748938,0.003360166,-0.001762337
2016-06-16,0.003569615,0.004142277,0.003298399
2016-06-17,-0.000173666,0.003686721,-0.003254451
2016-06-20,0.005859581,0.004635632,0.0058148
2016-06-21,0.005510507,0.000468478,0.00280169
2016-06-22,-0.002054622,0.001548093,-0.001643895
2016-06-23,0.010253069,0.01181936,0.013378325
2016-06-24,-0.034485875,-0.025169417,-0.035922267
2016-06-27,-0.022494713,-0.014643465,-0.018095411
2016-06-28,0.016990582,0.01617064,0.017992499
2016-06-29,0.016130328,0.017787314,0.017160078
2016-06-30,0.010916652,0.017534265,0.013565426
2016-07-01,0.002115941,0.002751521,0.002134464
2016-07-05,-0.025973461,-0.008030845,-0.006779525
2016-07-06,0.006987904,0.00652304,0.005706734
2016-07-07,0.002025292,-0.003594229,-0.00077286
2016-07-08,0.017073501,0.019125888,0.015257521
2016-07-11,0.003698467,0.005087117,0.003409641
2016-07-12,0.011988974,0.012681767,0.007013743
2016-07-13,-0.002070166,0.000351005,0.000225942
2016-07-14,0.001189615,0.006876781,0.005281418
2016-07-15,-0.00147692,0.002108108,-0.000925682
2016-07-18,0.000705116,0.002700539,0.002422693
2016-07-19,-0.004059226,-0.002461053,-0.001412057
2016-07-20,0.005175264,0.001560296,0.004396023
2016-07-21,-0.010518616,-0.003994189,-0.003596256
2016-07-22,0.002535953,0.005063752,0.004558521
2016-07-25,-0.001074024,-0.000453041,-0.00300498
2016-07-26,0.002585711,0.00673515,0.000350866
2016-07-27,-0.009822313,-0.007803437,-0.001159401
2016-07-28,0.001905357,-0.000955306,0.001692349
2016-07-29,0.000168549,0.005862783,0.00164567
2016-08-01,-0.001268504,-0.007964151,-0.001271111
2016-08-02,-0.005273537,-0.013900331,-0.006334443
2016-08-03,0.003529913,0.012919806,0.003440887
2016-08-04,-0.000618181,-0.008335383,0.000466161
2016-08-05,0.006431805,0.011078002,0.008623613
2016-08-08,-0.000998034,0.00235961,-0.000815081
2016-08-09,-0.002054818,-0.005086634,0.000428448
2016-08-10,-0.001092364,-0.001887263,-0.00249458
2016-08-11,0.006824095,0.019043083,0.004868228
2016-08-12,-0.003086638,0.002109476,-0.000745887
2016-08-15,0.006012656,0.003281385,0.002913304
2016-08-16,-0.008100985,-0.00532744,-0.005301456
2016-08-17,0.001022037,0.004749112,0.002116387
2016-08-18,0.004395607,0.005396457,0.002227903
2016-08-19,0.003557176,-0.007728867,-0.001304356
2016-08-22,-0.003207201,0.000899492,-0.0005456
2016-08-23,0.00560956,0.013973482,0.001978275
2016-08-24,-0.008850179,-0.004728561,-0.005185432
2016-08-25,0.002107666,-8.79274E-05,-0.00134734
2016-08-26,-0.002499474,-0.0088223,-0.001555414
2016-08-29,0.005830436,0.006906804,0.005363722
2016-08-30,0.000648727,-0.004595421,-0.001791261
2016-08-31,-0.003755994,-0.005957306,-0.002191634
2016-09-01,-0.003051582,0.000518396,-2.91242E-05
2016-09-02,0.005980063,0.004877597,0.004254679
2016-09-06,-0.001232844,0.00311739,0.002999251
2016-09-07,-0.000627663,0.010636831,9.6383E-05
2016-09-08,-0.005483123,-0.005265822,-0.002180455
2016-09-09,-0.03004109,-0.027569417,-0.02451068
2016-09-12,0.016578185,0.015942405,0.014732856
2016-09-13,-0.017870517,-0.015517823,-0.014526268
2016-09-14,-1.43916E-05,0.000273699,-0.000517337
2016-09-15,0.015857208,0.009058074,0.010275321
2016-09-16,-0.009710736,-0.002802456,-0.003762882
2016-09-19,0.003726215,0.000366026,-7.38194E-06
2016-09-20,-0.002815552,-0.001425571,0.000310044
2016-09-21,0.0179354,0.010822237,0.010929352
2016-09-22,0.009428001,0.012209336,0.006516402
2016-09-23,0.000381895,-0.002048062,-0.005734441
2016-09-26,-0.012055674,-0.006332995,-0.008505382
2016-09-27,0.004007507,0.000580423,0.006491389
2016-09-28,0.014057826,0.009769566,0.005518764
2016-09-29,-0.013180776,-0.010621107,-0.00929527
2016-09-30,0.011150975,0.004230608,0.007971197
2016-10-03,-0.000610535,-0.008536185,-0.003137542
2016-10-04,-0.003760655,-0.014244112,-0.004858658
2016-10-05,0.011108202,0.001962097,0.004703816
2016-10-06,-0.003268199,0.001053947,0.000508838
2016-10-07,-0.014700317,-0.007609818,-0.003221811
2016-10-10,0.00875432,0.005289278,0.004606652
2016-10-11,-0.011035436,-0.011744461,-0.012441921
2016-10-12,0.003269679,0.003580977,0.001230339
2016-10-13,-0.008790003,-0.001738737,-0.003064695
2016-10-14,-0.000191397,-0.001168327,0.000204612
2016-10-17,-0.003576694,0.000325348,-0.003009405
2016-10-18,0.001691855,0.006317811,0.006160586
2016-10-19,0.004386922,0.005277,0.002336615
2016-10-20,0.003673532,-0.002818414,-0.001304081
2016-10-21,-0.002679592,-0.000920961,-8.09979E-05
2016-10-24,0.002571434,0.002558586,0.004754716
2016-10-25,-0.011598341,-0.000681187,-0.003767205
2016-10-26,0.002923375,0.002332432,-0.001726421
2016-10-27,-0.00712853,-0.010792753,-0.002950309
2016-10-28,-0.003405847,0.000382139,-0.003052664
2016-10-31,0.001627043,0.003388313,-0.000116154
2016-11-01,-0.005238483,-0.010059356,-0.006777248
2016-11-02,-0.003949444,-0.006341411,-0.006397957
2016-11-03,0.002934804,-0.003506813,-0.004057344
2016-11-04,-0.008318477,0.000170036,-0.001644638
2016-11-07,0.021940205,0.019007374,0.022236664
2016-11-08,0.002039748,0.005076827,0.004265333
2016-11-09,0.01529943,0.00775483,0.011144344
2016-11-10,0.011508598,0.007040272,0.002045605
2016-11-11,-0.001895059,0.003924283,-0.001397277
2016-11-14,-0.000196016,0.011801245,2.91002E-05
2016-11-15,0.007508915,0.004952017,0.00771374
2016-11-16,-0.002814677,-0.005554105,-0.001301851
2016-11-17,0.010947518,0.001343716,0.00473711
2016-11-18,0.00039832,1.92832E-05,-0.002227887
2016-11-21,0.002954283,0.004887811,0.007474919
2016-11-22,0.001202414,0.007766011,0.002211524
2016-11-23,0.004175935,-0.005338489,0.000842667
2016-11-25,0.002484786,0.005649864,0.003931511
2016-11-28,-0.006735173,0.004410687,-0.005124354
2016-11-29,4.48326E-05,0.000344626,0.001571657
2016-11-30,-0.003796971,-0.008282326,-0.002439378
2016-12-01,-0.001992246,-0.007320725,-0.003474961
2016-12-02,-0.003092942,0.003579913,0.00039702
2016-12-05,0.006158498,0.002925711,0.005919466
2016-12-06,0.002948809,0.007548983,0.00343904
2016-12-07,0.01614553,0.021473303,0.013358471
2016-12-08,0.006045048,0.001109269,0.002257832
2016-12-09,0.000657428,0.002778916,0.005949022
2016-12-12,-0.008414248,0.004958897,-0.00108262
2016-12-13,0.002366285,0.006987598,0.006711627
2016-12-14,-0.006013905,-0.01165299,-0.008052358
2016-12-15,0.003523788,0.005325013,0.00392988
2016-12-16,-0.001123811,-0.003052866,-0.001722286
2016-12-19,0.004062541,0.00611855,0.001998887
2016-12-20,0.007072328,0.007361685,0.003781515
2016-12-21,-0.000903677,-0.00882711,-0.002423133
2016-12-22,-0.009174399,-0.00165943,-0.001737985
2016-12-23,0.000213834,0.002724456,0.001352062
2016-12-27,0.000116736,0.003689581,0.002256559
2016-12-28,-0.01228244,-0.008147412,-0.008184677
2016-12-29,-0.006483975,0.005112209,-0.000246543
2016-12-30,6.13287E-05,0.000276207,-0.004590091
2017-01-03,0.008731239,0.001855655,0.008512011
2017-01-04,0.012890582,0.005603762,0.005948905
2017-01-05,-0.009893438,0.000913102,-0.000760237
2017-01-06,0.003516503,0.003603287,0.003827133
2017-01-09,-0.009405439,-0.00919222,-0.003543827
2017-01-10,0.006427104,-0.005588727,4.60976E-06
2017-01-11,0.003740762,0.008124104,0.002922575
2017-01-12,-0.00151282,-0.001839294,-0.002121195
2017-01-13,0.007120802,-0.00210775,0.001847037
2017-01-17,0.003832316,0.001078965,-0.002967741
2017-01-18,0.001182217,-0.002742318,0.001929816
2017-01-19,-0.001692601,-0.00921615,-0.003592164
2017-01-20,0.003300599,0.005555033,0.00339726
2017-01-23,-0.002112512,-0.005705473,-0.002663033
2017-01-24,0.01212205,0.011328859,0.006568046
2017-01-25,0.010140838,0.005363485,0.008026944
2017-01-26,-0.00010033,-0.010571827,-0.000714193
2017-01-27,-0.003634095,-0.007676121,-0.000814853
2017-01-30,-0.006135925,-0.00412605,-0.005963757
2017-01-31,0.000255897,0.004620431,-0.000884577
2017-02-01,0.004373045,-0.006150139,0.000525252
2017-02-02,-0.003741607,0.001620683,0.00063043
2017-02-03,0.009854232,0.006635955,0.007354205
2017-02-06,-0.003995564,-0.004699532,-0.002110554
2017-02-07,-0.000761108,-0.002546683,0.000273494
2017-02-08,0.000400464,0.006133857,0.00101165
2017-02-09,0.011452941,0.004005346,0.005938575
2017-02-10,0.003710437,0.004780865,0.003624926
2017-02-13,0.005030612,0.005936454,0.005503425
2017-02-14,0.005561871,-0.000511382,0.004293886
2017-02-15,-0.000431053,0.001257782,0.00513733
2017-02-16,-0.001612284,-0.001610258,-0.000761885
2017-02-17,-0.005538094,0.005150031,0.001698321
2017-02-21,0.008603921,0.008864077,0.006049443
2017-02-22,-0.00226578,0.001746881,-0.000990414
2017-02-23,-0.001332836,0.004221053,0.000534338
2017-02-24,-0.00209642,0.007039284,0.001734567
2017-02-27,-0.001764466,0.001625528,0.001158782
2017-02-28,-0.005768289,-0.001255968,-0.00254813
2017-03-01,0.019453018,0.004323293,0.013854174
2017-03-02,-0.009720332,7.3655E-05,-0.005779278
2017-03-03,-0.001199585,-0.003996248,0.000531825
2017-03-06,-0.004612615,-0.001843429,-0.003254878
2017-03-07,-0.002779677,-0.003289127,-0.002846346
2017-03-08,-0.00109163,-0.004059456,-0.001996149
2017-03-09,0.000679705,-0.004935542,0.000811524
2017-03-10,0.003451397,0.004723799,0.003287531
2017-03-13,0.000519812,-0.001499932,0.000694005
2017-03-14,-0.003367175,-0.000260044,-0.003331548
2017-03-15,0.003492083,0.011786591,0.008407358
2017-03-16,-0.001631546,-0.001738664,-0.001589714
2017-03-17,-0.001792071,0.001633271,-0.001310103
2017-03-20,-0.005110413,-0.00131926,-0.001981967
2017-03-21,-0.01497738,-0.013044137,-0.012319184
2017-03-22,0.000642952,-0.001740925,0.001926247
2017-03-23,-0.001148825,-0.001368755,-0.001048862
2017-03-24,-0.001318602,0.001087721,-0.000845742
2017-03-27,-0.004592382,-0.005390672,-0.001017527
2017-03-28,0.016045344,0.006749865,0.007258931
2017-03-29,0.00178715,0.003121073,0.001289419
2017-03-30,0.005588478,0.000526088,0.002965815
2017-03-31,-0.006419081,-7.47108E-05,-0.00225351
2017-04-03,-0.003384861,-0.003445894,-0.001593139
2017-04-04,-0.007147341,0.00344068,0.000721698
2017-04-05,-0.005672996,-0.000859347,-0.002953079
2017-04-06,0.005783929,0.004000169,0.002227452
2017-04-07,-0.000920356,-0.000969023,-0.000823231
2017-04-10,-0.000806692,0.005401629,0.000744389
2017-04-11,-0.001724363,0.000919619,-0.001293435
2017-04-12,-0.008048388,-0.005494143,-0.003746096
2017-04-13,-0.008053602,-0.006595198,-0.00680826
2017-04-17,0.009060604,0.005025383,0.008617243
2017-04-18,-0.003720567,-0.001662434,-0.002876662
2017-04-19,0.002193973,-0.007940485,-0.001576846
2017-04-20,0.015923671,0.002478646,0.007583037
2017-04-21,-2.73163E-05,-0.002137668,-0.003035555
2017-04-24,0.010622568,0.006099922,0.010857193
2017-04-25,0.005591379,0.005563205,0.006092098
2017-04-26,0.002510225,-0.003083478,-0.000474662
2017-04-27,0.002675917,0.001573899,0.000655693
2017-04-28,-0.007799569,-0.005627896,-0.001904837
2017-05-01,0.003409867,-0.005122792,0.001736164
2017-05-02,0.001944972,0.003067933,0.001188822
2017-05-03,-0.001524685,-0.000657294,-0.001069975
2017-05-04,0.005291983,-0.006223682,0.000635706
2017-05-05,0.002429448,0.011636307,0.004101178
2017-05-08,-0.005493853,-0.000678299,0.000138676
2017-05-09,-0.000572544,-0.003608328,-0.00097926
2017-05-10,0.002284556,0.006100586,0.001513702
2017-05-11,-0.003146356,-0.013928422,-0.001840548
2017-05-12,-0.004965324,-0.00473349,-0.001459968
2017-05-15,0.005023723,0.007300039,0.004899021
2017-05-16,-0.001671067,-0.004771772,-0.000486433
2017-05-17,-0.015414526,-0.005477821,-0.017883485
2017-05-18,0.002395417,0.002151891,0.003706575
2017-05-19,0.004280172,0.007456721,0.006788944
2017-05-22,0.004498719,0.008366997,0.005180512
2017-05-23,0.000546159,0.001270796,0.001860316
2017-05-24,0.002431602,0.002874185,0.002525591
2017-05-25,0.004736705,0.002973243,0.004580809
2017-05-26,0.001235906,-0.000369458,0.000442669
2017-05-30,-0.001670449,1.66002E-05,-0.001050337
2017-05-31,0.003383805,0.000485683,-0.000305326
,0.008600327,,
,5.56977E-05,,
,-0.002111348,,
,-0.007367093,,
,0.003643725,,
