x,y
-0.001678322,-0.001866383
-0.002241524,-0.002386413
-0.00449312,-0.009112844
0.005077574,0.004462466
0.014313781,0.013088624
-0.007194245,-0.007029742
0.004682274,0.005248869
0.015312916,0.01068985
-0.021857923,-0.019687685
-0.004888268,-0.000576324
0.005473684,0.007709531
0.025404802,0.021379264
0.006261911,0.002962851
-0.001623377,-0.000372408
0.003739837,0.002471895
0.003320914,0.00249091
0.006700573,0.00998397
0.005613472,0.009657115
0.009037746,0.007565337
0.001053741,0.0001804
-0.002105263,0.002018163
-0.00342827,-0.004213066
0.013231013,0.013122603
0.009663097,0.011689195
0.00439731,0.004480564
-0.006103528,-0.00737419
0.013396212,0.010149105
0.004602403,0.002191156
-0.015525579,-0.015989271
0.009565667,0.007039989
-0.001536492,-0.000428882
0.008720185,0.008781548
-0.003051106,-0.000259924
-0.000178526,0.002425016
-0.002066168,-0.004776995
0.02039773,0.019782511
0.003757515,0.002513707
0.00149738,0.002053198
0.003488662,0.001567964
-0.017134343,-0.017008169
0.005811016,0.005468383
0.006028636,0.001359661
-0.002996255,-0.000433941
0.008765339,0.009639533
0.004890765,0.005284645
-0.003631692,0.001306168
-0.009422266,-0.007468514
-0.011889862,-0.005090519
-0.006966434,-0.003423447
0.012244898,0.010889047
0.001260081,0.002867235
0.000704757,0.001666621
-0.004225565,-0.002959994
0.009598383,0.01066733
0.001250938,-4.11E-05
-0.000749625,0.000684216
-0.001875469,-0.001321913
-0.010422147,-0.010707977
-0.018202992,-0.020572752
-0.006188757,-0.007871531
-0.005007784,-0.000588758
0.005293765,-0.000660367
-0.000518807,0.00403613
-0.00703348,-0.008304964
0.008390183,0.006245076
-0.013219285,-0.010500444
0.009456265,0.008382085
0.007546188,0.00868333
-0.016528926,-0.015397381
-0.019170168,-0.013363786
-0.008032129,-0.005673188
-0.014035088,-0.012567842
0.004927457,0.005600233
0.011985835,0.012956755
-0.001345895,0.000548325
-0.004851752,-0.005494799
0.013001083,0.013054588
0.003208556,0.00305672
0.001599147,0.003109793
-0.011335817,-0.00819531
0.016041341,0.014143139
-0.002013245,-0.002206991
0.001751871,0.002245241
-0.016693164,-0.016347361
0.001077877,0.000294955
0.014804845,0.011485363
0.004482759,0.00302034
0.006628113,0.003301887
-0.003672613,-0.000826317
-0.01342812,-0.012485801
-0.003202562,-0.001318753
-0.01231593,-0.013739891
0.001355381,0.000532624
0.012723335,0.010099826
0.005613472,0.006744865
-0.010632642,-0.006613229
0.011015583,0.009524178
-0.000531491,-0.001791085
-0.008242489,-0.004394592
0.005898123,0.00593672
0.014392324,0.009475268
-0.009984235,-0.00795323
-0.002919321,-0.005864457
-0.001330849,-0.00074099
-0.009328358,-0.008754021
0.004573581,0.004643978
-0.00803428,-0.007804114
-0.011474082,-0.009434698
0.002594565,0.000442774
-0.005448107,-0.004273336
0.001917283,-0.000138282
-0.012301804,-0.008994503
0.003598118,0.000488447
0.000275786,0.000423446
0.00192997,0.000736982
-0.007980187,-0.009245299
0.018862691,0.016121823
-0.004356112,-0.003202863
-0.010117583,-0.007209762
0.00718232,0.00316157
0.002742732,0.004152353
-0.001641138,-7.93E-05
0.012054795,0.009847869
-0.008121278,-0.009624166
-0.004366812,-0.003599512
0.004934211,0.006697584
-0.016366612,-0.015431458
-0.014143095,-0.014006587
-0.02278481,-0.019806316
0.000287853,0.002519323
0.006906475,0.01016078
-0.008173764,-0.009602068
0.026394652,0.025429083
-0.014879281,-0.015399301
0.008121972,0.009617999
-0.009187279,-0.011960045
0.001426534,0.001594093
-0.00997151,-0.013543624
0.006618705,0.009175601
0.004002287,0.003646153
0.005125285,0.002291763
0.012124646,0.015318678
0.000895656,-0.000181778
0.002712528,0.002838269
0.00482472,0.006284937
-0.007327227,-0.008537769
0.005144551,0.004507551
-0.002781641,-0.003834075
0.010878661,0.006572775
0.006732892,0.009246035
0.005920403,0.004900938
0.013623978,0.013227788
0.008387097,0.005886254
0.003945404,0.001881112
0.005045141,0.004998814
0.00317041,0.002412342
-0.004213853,-0.005519183
0.010050251,0.010326806
0.000523697,0.002199147
-0.003402251,-0.00361586
0.008665966,0.0095177
0.006508722,0.004780378
-0.014485256,-0.012554869
0.000262467,0.002208307
-0.008396746,-0.004139799
-0.002116962,-0.003323691
0.00636436,0.008120705
-0.010619236,-0.006692088
0.004873891,0.003037486
-0.003975616,7.65E-05
0.003193188,0.002865412
0.00530504,0.006864017
-0.000791557,0.000464272
0,-0.000947055
-0.000528123,0.00140771
-0.001056803,0.000496976
-0.011108172,-0.010208957
-0.01123295,-0.008392878
-0.004598323,-0.003923478
0.00951087,0.012174881
-0.002207268,-0.000463735
-0.007769505,-0.005758727
-0.001495378,0.000331938
0.010483322,0.010392471
-0.004850445,-0.004835792
0.003520173,0.003390982
0.019158122,0.017936728
0.009266614,0.010671674
0.004721931,0.003618505
0.002349869,0.000489345
0.009898411,0.00406973
0.003095177,0.001838202
-0.004037028,-0.00551366
0.011540547,0.013200985
0.007146503,0.007083546
0.000253421,-0.004547509
-0.001266785,0.00052676
-0.003805175,-0.00596832
0.00381971,0.00427368
0.00761035,0.004773791
0.004783484,0.005637984
-0.008393886,-0.006182311
0.001895136,0.004826303
0.010844893,0.010381231
-0.000499002,-0.000383513
-0.009660509,-0.011483023
-0.004864769,-0.006110577
-0.007345491,-0.006189012
0.006634345,0.004541592
-0.008618504,-0.007518421
0.008233188,0.00779535
-0.005629945,-0.008107936
0.006018873,0.00499255
-0.016123308,-0.013817548
0.005926308,0.003793048
-0.005046107,-0.004221101
-0.000592127,-0.000231386
0.000515198,0.002735617
-0.002832132,-0.00193879
-0.005938549,-0.003824985
0.002285714,0.00260002
-0.003319685,-0.006372052
0.007802932,0.007960218
-0.003611971,-0.003657381
0.009321595,0.01050194
-0.001539251,-0.001933437
-0.00385406,-0.003174954
0.014702089,0.013003379
0.00175394,0.00243788
-0.000228374,-0.002763787
0.005558376,0.004385085
0.002801686,0.003362954
-0.00251699,-0.005020739
-0.011355034,-0.010287626
-0.000510465,-0.001469845
0.006128703,0.00664704
-0.00786802,-0.006872758
-0.004093118,-0.006483198
-0.011045466,-0.011555099
0.003636364,0.001981942
0.002846791,0.002875848
0.000258065,0.002177511
-0.002321981,-0.002372844
0.000258598,-0.000363769
0.01344364,0.012214011
0.006632653,0.004931739
0.002534212,0.001752036
-0.006572295,-0.007458313
-0.013740458,-0.016961506
-0.013157895,-0.009000131
0.002352941,0.003011506
-0.005477308,-0.005471472
-0.004982953,-0.008572771
-0.011939905,-0.011423866
0.007816043,0.004814142
0.007411329,0.008608515
0.003152916,0.002657045
-0.007071765,-0.006906216
0.020047481,0.017143241
-0.009412982,-0.01105061
0.006369759,0.006818008
0.015823606,0.016150051
-0.003830439,-0.003012652
-0.005126891,-0.004439081
-0.020097913,-0.017238787
0.007678149,0.012683766
0.01429988,0.014569111
-0.000771803,-0.002936195
0.013053553,0.014355518
0.015071035,0.00760528
0.003505258,0.004269367
0.001247505,0.004082987
0.00024919,-0.002821111
0.000473343,0.001757397
0.010981349,0.009632863
0.00270936,0.002635549
9.83E-05,-0.000680665
-0.004764946,-0.006157045
0.006120434,0.000572627
0.013221154,0.014884278
0.003461883,0.002974935
0.00238842,0.006556434
0.003634263,0.005317418
0.002398082,0.002861205
0.00215311,0.001352359
-0.008355216,-0.0104296
-0.004742417,-0.002910035
-0.002491353,6.18E-05
0.018598448,0.015390864
0.002380556,0.002739321
-0.007290949,-0.006846939
0.003253589,0.001384068
-0.001812285,-0.003802016
-0.007142857,-0.002464111
0.003705397,0.004576227
0.003643773,0.00187369
0.004251559,0.001852748
-0.00347247,-0.00103562
0.001694551,-0.000753563
-0.009292352,-0.00360065
-0.015873016,-0.013199053
0.000733138,-0.000137436
0.004395604,0.004199017
0.006491612,0.006658542
0.000144938,0.001307109
-0.008815786,-0.01001393
-0.001169648,0.000986743
-0.006586972,-0.004765294
-0.007563851,-0.005778601
0.022221122,0.017427627
0.010409102,0.008817033
0.00431241,0.005928209
0.018129771,0.012799045
0.003980787,0.005673541
0.000702452,0.000700944
0.007695896,0.004784303
-0.004859986,-0.006282506
-0.000465116,0.000148808
-0.006514658,-0.006193754
-0.01147541,-0.010009411
0.007344231,0.009730384
-0.029868297,-0.023505298
0.000242424,0.000346189
0.004362579,0.007460202
-0.004343629,-0.002008862
0.007028599,0.009894606
0.013477738,0.00931878
0.001899786,0.001149818
-0.004503437,-0.000392795
0.003571429,0.002084339
-0.017081851,-0.012522643
-0.01230992,-0.008114746
-0.002688172,-0.001640578
-0.004410684,-0.006097986
0.011567807,0.009814885
-0.009489051,-0.00488146
0.006140997,0.00266655
-0.011474609,-0.009719429
0.010125957,0.009999429
0.006356968,0.006619145
0.009232264,0.008015252
-0.00794415,-0.00534819
-0.011162339,-0.008692803
0.012515337,0.009199652
-0.00266602,-0.001676616
0.002673147,0.003419305
0.011148812,0.008833223
-0.014860978,-0.01117409
0.013625304,0.014591268
0.000720115,-0.001521889
-0.005756776,-0.003674279
-0.008685163,-0.007187635
-0.005840837,-0.007708829
0.000489596,-0.000333998
-0.008563739,-0.007814703
0.000987167,0.00547533
0.00295858,0.002257366
0.016961652,0.012736891
0.008460237,0.006988962
-0.008389262,-0.005306406
0.001933768,0.003011739
0.002412545,0.00331832
-0.010589651,-0.008591445
0.002432498,0.004026362
-0.002911915,-0.001383717
0.005110733,0.005508322
0.000242131,0.001199408
-0.004115226,-0.004753651
0.01895965,0.014559564
0.003101145,0.00136312
-0.002853746,-0.000432748
0.001192464,-0.001298805
0.005478799,0.003691046
0.009476427,0.006151485
0.00281624,0.000616805
-0.009595132,-0.009375495
-0.001417769,-0.00246381
-0.008045433,-0.009778426
0.00023855,0.001919664
0.004054376,0.004945027
-0.010451306,-0.006429876
0.019203072,0.019461263
0.0044748,0.00625613
-0.003516999,-0.003508859
-0.011764706,-0.008328547
-0.000952381,-0.00403346
-0.0021449,-0.001314814
-0.000238834,0.001455794
0.009555662,0.004917225
-0.009701846,-0.009534751
-0.009796894,-0.007653817
0.00265444,0.002196968
-0.001444043,-0.002336876
0.008194746,0.008695281
0.007889075,0.008049303
0.000948767,0.001078377
-0.003791469,-0.002862795
-0.008801142,-0.007478089
-0.022318215,-0.020659337
-0.013500245,-0.0127012
-0.000746454,-0.002071826
-0.00747012,-0.004156644
-0.013547416,-0.014928531
-0.006866734,-0.00703822
0.007682458,0.006218429
-0.009656925,-0.009583477
-0.009751091,-0.006483964
0.006737497,0.00491519
0.013127413,0.013441603
0.003302846,0.005523405
-0.021524437,-0.020598993
0.004658385,0.0065479
0.023699124,0.018817144
-0.002466029,-0.000194696
-0.021744614,-0.022425415
-0.000773595,-0.003146476
-0.007483871,-0.005027545
-0.001560062,-0.002998905
-0.006510417,-0.004779716
-0.01965924,-0.020484959
-0.004010695,-0.00894677
0.010201342,0.006587022
0.027106032,0.027908159
-0.008020699,-0.006622729
-0.00808555,-0.00917042
0.001314752,-0.001586755
0.015756303,0.016232995
-0.012668046,-0.008484448
-0.001047395,-0.000712317
0.002621232,0.005753511
-0.018823529,-0.015661458
0.007460698,0.005685378
0.030415234,0.029623706
-0.004876797,-0.001052061
0.005932422,0.008456994
-0.021794872,-0.016915575
-0.001048493,0.000820666
-0.011020729,-0.011612016
-0.008755638,-0.006162284
0.007494647,0.005634704
-0.018862912,-0.018096042
-0.016788519,-0.017269478
-0.01019003,-0.008158018
0.002504174,0.000183102
0.003330558,0.002697846
0.013001383,0.018348844
-0.01474604,-0.01983468
-0.010532151,-0.00932861
0.019887955,0.020514066
0.005767646,0.005851489
-0.000819224,-0.001647252
-0.006559169,-0.007699857
0.02090784,0.019379901
-0.000269469,-0.001265556
-0.01671159,-0.014070163
0.011239035,0.008216035
0.006234752,0.006723229
-0.004579741,-0.00345172
-0.006495264,-0.00600496
-0.006265323,-0.005610397
0.001370614,-0.000257106
0.007117438,0.005572065
-0.007067138,-0.006734676
0.006569943,0.005516774
0.025292358,0.022538778
0.023342175,0.016351781
0.003888025,0.003782625
0.001549187,0.002941056
-0.009538541,-0.007482913
0.000260281,0.001054867
-0.007546188,-0.007056967
0.002884111,0.001166909
0.001830065,0.001486764
0.00756785,0.00953965
0.003108003,0.005396475
0.00464756,0.006225228
-0.001028013,-0.000897275
0.005402624,0.004346713
0.009723644,0.005722844
-0.020020274,-0.017106404
-0.004915956,-0.005784791
0.006239621,0.00488586
0.006198347,0.00344965
0.018480493,0.019598112
0.007056452,0.005438101
0.000750751,0.000484097
0.00300075,0.003079129
2.49E-06,7.45E-05
-0.006484651,-0.005976655
0.01455458,0.01376764
-0.006183527,-0.006714184
-0.007715281,-0.008411129
0.01755706,0.013589634
0.004929751,0.005470197
-0.001226392,0.001036067
0.002701375,0.002936094
-0.004408523,-0.005064832
-0.012546125,-0.00922213
0.004235177,0.002715737
0.024559663,0.021107903
0.004842615,0.006720827
-0.002168675,-0.002753674
0.003380826,0.00512626
0.001684717,0.001581333
-0.001922153,-0.00306455
0.016610496,0.016444044
0.00473597,0.004741039
0.000471365,0.002777154
-0.010600707,-0.007985008
-0.004761905,-0.003318344
0.002392344,0.00163115
0.002386635,0.000581904
0.010238095,0.005660851
-0.007070469,-0.004551449
0.007120817,0.005027814
0.00919161,0.009564523
-0.01424568,-0.011957722
0.006396588,0.005653086
0.002354049,0.001251943
-0.013621419,-0.013638227
0.000952381,-0.00012173
-0.002616556,-0.001200652
0.014548056,0.015135467
0.006817113,0.004206708
0.004669624,0.003826252
-0.005345108,-0.003725412
0.005373832,0.005780109
0.009993028,0.007009403
0.010814542,0.010396144
0.004097428,0.005011643
0.004307413,0.002589531
0,-0.001287423
0.002031603,0.002806357
0.001351656,0.000874283
0.006299213,0.004555064
-0.001788509,-0.002279116
-0.022172452,-0.022079131
0.002519469,0.002787612
0.00685401,0.008209727
-0.000680735,-0.000185157
-0.00862852,-0.007621018
0.013742556,0.014612635
0.003615002,0.001687318
-0.003601981,-0.002606547
-0.012652508,-0.007427862
0.004576659,0.003987678
0.003644647,0.002257001
-0.005901044,-0.004604011
0.001826484,0.000418653
0.011166819,0.008953002
0.001352265,0.001367924
-0.009903219,-0.008797712
-0.003182541,-0.002459026
-0.003648803,-0.000757249
-0.007095445,-0.004829107
-0.010373444,-0.006067701
0.004192872,0.00513483
0.005103224,0.007460175
-0.004846527,-0.002305993
0.000927644,-0.004235408
0.001853568,0.003289314
0.018963922,0.012492329
-0.004766228,-0.007808076
0.000684151,0.001623742
0.005013674,0.002311285
0.011791383,0.006369401
0.010309278,0.010378751
0.005102041,0.007236562
-0.000662105,-0.002013087
-0.008171378,-0.007347901
-0.018481407,-0.014599404
0.002041742,0.003315514
-0.010867104,-0.008253413
-0.002517739,0.000144872
0.01652134,0.014356358
-0.012866817,-0.012979028
-0.003658815,0.000518432
0.000918063,0.002305628
0.00045861,0.003149922
0.010084804,0.006284057
-0.001134559,0.001818261
0.003180373,0.003071168
-0.000905797,-0.001916072
-0.001586582,0.000376034
0.009307605,0.00771964
-0.000224921,-0.000710687
-0.013723285,-0.011575548
-0.003193431,-0.003800347
0.003661327,0.004177973
0.016871865,0.011631373
0.005829596,0.003507821
-0.003343736,-0.00029358
0.007604563,0.006711252
0.003107658,0.002154753
0.005089622,0.002611969
-0.003522677,-0.003894199
-0.004860804,-0.004200881
-0.0410746,-0.038560602
0.003241491,0.003543523
-0.00461574,-0.004930472
-0.015070716,-0.015047618
-0.007768362,-0.011538604
0.016607355,0.019000422
-0.003967328,-0.004342981
0.006794752,0.005526476
0.000232721,-7.37E-05
0.005351326,0.006179989
-0.019439944,-0.021456434
0.014632995,0.009032639
-0.002326122,0.002945478
-0.001398927,-0.002526082
0.010273173,0.009166341
0.007164317,0.005773837
0.019274897,0.019842912
-0.003601981,-0.001698644
-0.003163127,-0.001139669
0.004079782,0.002736731
-0.006997743,-0.007407997
-0.010684246,-0.008136664
0.001148897,0.000331369
-0.000918063,0.001559344
0.00137836,0.000254108
0.013076394,0.011625516
0.004076087,0.003416085
0.00496166,0.005152366
-0.002468582,-0.000861572
0.005174353,0.003417613
-0.010519248,-0.00736384
0.007916761,0.0085781
0.002019749,0.004689641
0.009182531,0.010589642
0.002219263,-0.000546815
-0.003321523,-0.002557078
0.00311042,-0.002050129
0.005537099,0.008396679
0.00154185,-0.001070805
0.00505828,0.000356028
0.013347921,0.009288237
0.005182466,0.002610195
0.000429646,0.001123935
-0.013098561,-0.012540334
0.003263708,0.002563894
0.006723054,0.010418354
0.003662215,0.003164666
0.000858553,0.002629536
0,-0.00044786
0.002144542,0.000364524
0.002139953,0.001829548
-0.013666453,-0.016519219
0.012773328,0.01126842
-0.00684053,-0.00615619
-0.007748601,-0.008022723
0.009761388,0.008790878
-0.004726101,-0.003148629
0.008202029,0.007512181
0.006422608,0.007951975
0.000850883,0.003575699
-0.004675877,-0.004218996
-0.014307068,-0.015183068
0.006282496,0.007593233
0.007750269,0.005830392
0.008117924,0.00808792
0.004662005,0.004606093
0.000632778,0.003626025
0.002953204,0.001672097
-2.10E-06,-0.002682813
-0.010718789,-0.009153575
-0.015510941,-0.017642955
0.012302573,0.012666682
-0.001918567,-0.000542024
-0.00598035,-0.008692255
0.010958315,0.012839004
0.006588735,0.00662897
0.0078125,0.010506488
0.000838047,-2.23E-05
-0.000209336,6.31E-05
-0.009422111,-0.010174035
0.009088988,0.006546049
-0.009426058,-0.01069999
-0.004229224,-0.004584719
-0.005733701,-0.00113159
0.015378044,0.012222892
-0.000420698,0.001167853
0.001683502,-0.001970322
0.008613445,0.011174712
0.006248698,0.004819857
0.007244877,0.004428042
0.004110152,0.003718427
0.000613999,0.001316559
-0.008386173,-0.01155588
0.006806931,0.004807195
0.015365704,0.018838922
0.006860371,0.001959864
-0.001002004,-0.003573448
0.007622869,0.005545694
-0.001194505,-0.004706178
0.002989835,0.007614617
-0.00536566,-0.01192354
0.0003996,0.001146514
-0.014779309,-0.01884871
0.001419015,0.003169174
-0.008502024,-0.018432128
-0.020212332,-0.014509444
0.011669098,0.008263645
-0.021009269,-0.014289058
0.007784557,0.003002646
0.009185804,0.008946607
-0.019031858,-0.024917685
0.011598482,0.014384077
0.007087763,0.005624598
0.010970813,0.020112472
-0.023136773,-0.021610694
-0.009012786,-0.004521299
0.00676819,-0.000968874
-0.017016807,-0.016682319
-0.019021158,-0.016092124
-0.009803922,-0.003130014
0.018921892,0.022022615
0.004750594,0.001419427
0.01053084,0.005087161
0.013611229,0.012510577
-0.002727654,-0.004342534
0.01409636,0.013766619
-0.006639004,-0.005988364
-0.023809524,-0.023664183
0.028669234,0.025102549
0.005199667,0.000858823
0.011173184,0.012119509
0.016574586,0.01305103
-0.010064412,-0.009161334
-0.000813339,0.003232751
-0.018518519,-0.018600129
-0.000622019,-0.002558399
0.015145228,0.014993987
0.000204374,-0.001994661
0.004903964,0.003482606
0.000813339,0.000434283
-0.008329947,-0.007888543
0.025199754,0.027120306
0.002597922,0.005626044
-0.002790512,-0.004572063
0.006596042,0.00638333
0.004567117,-0.001221179
0.009488041,0.005810431
0.004895242,0.005903869
0.005066251,0.003935659
-0.003295851,-0.002982393
0.011476366,0.014617797
0.000192308,0.002241356
-0.006921746,-0.006421957
0.00232333,0.001523123
0.020243384,0.017106407
0.006285736,0.002535236
0.004329257,0.005934355
0.002433491,0.002760436
-0.015884881,-0.013992721
0.016521079,0.012077176
-0.007659256,-0.009132832
-0.004706325,-0.005802654
0.012861736,0.010404999
0.004295051,0.002384472
-0.024916326,-0.026479794
0.01201373,0.010556361
0.020915772,0.016462753
-0.007567368,-0.008750148
-0.013390366,-0.008609862
0.016588124,0.019390023
0.004264788,0.004745753
0.001846381,-0.000193494
0.014190933,0.015092031
-0.018717063,-0.022473402
0.007777778,0.005607333
-0.006431459,-0.005215873
0.011281672,0.010744078
-0.024323336,-0.027005243
-0.030365511,-0.019176986
-0.033442876,-0.025229465
-0.0254,-0.016669937
0.041247691,0.034963192
-0.012810406,-0.010951428
-0.005390297,-0.009733667
0.00923324,0.007158406
-0.011535402,-0.016619886
0.004024145,0.001331508
-0.011823647,-0.01332734
0.010748327,0.01344282
-0.017255217,-0.021412009
0.020008167,0.015675421
0.030424339,0.032042875
0.004273504,0.001971998
-0.00754352,-0.002686115
-0.008380433,-0.008949813
-0.004127358,-0.00655265
0.017761989,0.017894592
0.014543339,0.016019283
0.000191131,-0.001058771
0.004012994,0.004738979
-0.023220404,-0.024491416
0.008963367,0.007162757
-0.005407493,-0.000982697
-0.010291262,-0.012175573
-0.024328036,-0.023253498
0.003217374,0.008390066
-0.000200441,0.001958369
0.020449078,0.01532988
0.018664047,0.019364409
0.007521697,0.007994367
0.004977029,0.004047872
-0.010857143,-0.017385627
-0.001347968,-0.000860516
-0.012340918,-0.008292784
-0.01503319,-0.016064669
0.003369673,-0.002651641
-0.043856183,-0.037636155
-0.004752066,-0.002072
-0.025949761,-0.023581971
0.021312873,0.013961286
0.001460768,0.005647432
-0.019587414,-0.019506614
0.017428268,0.01572059
-0.027574681,-0.024492293
-0.010741139,-0.009510678
-0.013897937,-0.019910149
